If found, please contact tlang@live.unc.edu
Firmware updated: 2023/03/14
OpenOBS SN:301

time,ambient_light,backscatter,pressure,water_temp,battery
1685318523,0,11556,8753,2015,416
1685319423,0,11303,8751,2006,411
1685320323,0,11030,8750,1998,411
1685321223,0,11063,8747,1989,412
1685322123,0,11272,8748,1979,412
1685323023,0,11473,8747,1969,411
1685323923,0,9685,8746,1959,411
1685324823,0,9413,8750,1950,411
1685325723,0,9986,8749,1940,410
1685326623,0,10210,8750,1931,411
1685327523,0,10298,8748,1921,410
1685328423,0,10265,8749,1912,412
1685329323,0,11121,8748,1903,411
1685330223,0,10931,8751,1895,411
1685331123,0,9073,8751,1886,411
1685332023,0,8902,8748,1876,410
1685332923,0,8926,8749,1867,409
1685333823,0,9380,8749,1858,412
1685334723,0,9328,8748,1848,412
1685335623,0,9805,8750,1839,412
1685336523,0,9938,8753,1831,412
1685337423,0,9230,8752,1821,409
1685338323,1,9333,8752,1816,412
1685339223,1,9663,8753,1812,409
1685340123,0,8638,8756,1815,409
1685341023,1,9760,8754,1809,412
1685341923,1,7751,8754,1809,410
1685342823,2,7730,8755,1812,412
1685343723,2,7673,8758,1820,411
1685344623,2,8839,8758,1834,411
1685345523,2,6711,8758,1853,411
1685346423,1,6660,8757,1881,412
1685347323,2,6623,8756,1911,411
1685348223,0,6674,8757,1943,411
1685349123,2,6968,8759,1979,411
1685350023,2,6738,8758,2017,413
1685350923,3,6708,8757,2056,415
1685351823,3,6550,8760,2098,414
1685352723,2,6236,8755,2143,414
1685353623,3,6660,8755,2191,411
1685354523,2,6679,8757,2237,414
1685355423,2405,4605,8759,2288,414
1685356323,2039,4664,8757,2339,412
1685357223,1636,4676,8754,2387,413
1685358123,1973,4775,8752,2441,413
1685359023,1098,5075,8749,2496,413
1685359923,880,5324,8750,2510,414
1685360823,761,5754,8747,2530,414
1685361723,523,6411,8745,2581,414
1685362623,515,6675,8741,2588,414
1685363523,510,7078,8739,2650,411
1685364423,399,7432,8734,2698,414
1685365323,452,7846,8731,2744,412
1685366223,849,6036,8725,2758,414
1685367123,1017,6108,8720,2787,412
1685368023,804,6401,8718,2817,415
1685368923,367,6397,8719,2802,415
1685369823,375,6536,8719,2823,413
1685370723,620,6352,8719,2848,414
1685371623,741,6405,8718,2778,415
1685372523,664,6450,8722,2751,415
1685373423,757,6585,8719,2694,415
1685374323,650,6244,8716,2689,414
1685375223,598,6493,8714,2669,413
1685376123,621,6781,8714,2660,413
1685377023,301,7255,8713,2625,412
1685377923,456,7128,8712,2655,413
1685378823,471,7308,8711,2641,413
1685379723,693,7367,8714,2623,413
1685380623,780,7577,8715,2580,413
1685381523,502,7800,8717,2558,414
1685382423,374,8089,8719,2561,413
1685383323,314,8295,8720,2542,414
1685384223,225,8648,8722,2519,413
1685385123,104,9040,8722,2490,415
1685386023,32,9004,8721,2462,415
1685386923,4,9099,8722,2441,413
1685387823,0,9459,8722,2421,415
1685388723,0,9882,8721,2419,413
1685389623,0,10182,8726,2402,414
1685390523,0,10411,8729,2394,414
1685391423,0,10498,8733,2383,415
1685392323,0,10753,8732,2366,414
1685393223,0,11029,8737,2351,414
1685394123,0,11133,8739,2331,414
1685395023,0,5915,8736,2323,415
1685395923,0,6075,8735,2312,414
1685396823,0,6207,8735,2300,413
1685397723,0,6364,8736,2287,413
1685398623,0,5986,8737,2274,414
1685399523,0,5705,8738,2260,414
1685400423,0,5829,8741,2249,412
1685401323,0,7204,8742,2236,414
1685402223,0,6163,8745,2223,414
1685403123,0,6005,8746,2210,412
1685404023,0,5458,8746,2198,415
1685391423,0,10498,8733,2383,415
1685392323,0,10753,8732,2366,414
1685393223,0,11029,8737,2351,414
1685394123,0,11133,8739,2331,414
