If found, please contact tlang@live.unc.edu
Firmware updated: 2023/03/14
OpenOBS SN:301

time,ambient_light,backscatter,pressure,water_temp,battery
1683072262,0,36842,8854,1618,412
1683072562,0,36635,8854,1616,406
1683072862,0,36350,8855,1614,406
1683073162,0,36216,8856,1612,406
1683073462,0,36248,8854,1611,406
1683073762,0,36273,8856,1609,404
1683074062,0,36281,8854,1606,404
1683074362,0,36308,8854,1604,404
1683074662,0,36241,8854,1603,404
1683074962,0,36196,8852,1602,406
1683075262,0,36059,8851,1600,404
1683075562,0,36055,8849,1599,404
1683075862,0,36032,8850,1598,404
1683076162,0,36129,8851,1596,406
1683076462,0,36325,8848,1595,406
1683076762,0,36053,8847,1594,405
1683077062,0,36145,8848,1592,405
1683077362,0,36381,8847,1591,406
1683077662,0,36475,8847,1589,406
1683077962,0,36153,8845,1587,405
1683078262,0,36595,8844,1586,406
1683078562,0,36702,8845,1584,405
1683078862,0,36634,8845,1583,405
1683079162,0,36739,8846,1581,406
1683079462,0,36693,8843,1580,404
1683079762,0,36554,8845,1578,404
1683080062,0,36539,8843,1576,405
1683080362,0,36726,8845,1575,407
1683080662,0,36821,8841,1573,405
1683080962,0,36852,8844,1571,405
1683081262,0,36957,8843,1569,405
1683081562,0,36848,8842,1568,405
1683081862,0,36982,8840,1567,405
1683082162,0,37151,8838,1565,405
1683082462,0,36465,8839,1564,405
1683082762,0,35918,8842,1563,404
1683083062,0,36183,8840,1562,404
1683083362,0,35939,8838,1559,404
1683083662,0,36570,8840,1558,404
1683083962,0,35871,8837,1556,406
1683084262,0,35628,8838,1554,404
1683084562,0,35521,8840,1552,404
1683084862,0,33177,8837,1549,406
1683085162,0,29916,8836,1547,406
1683085462,0,29630,8840,1545,406
1683085762,0,24974,8839,1543,406
1683086062,0,28169,8839,1541,406
1683086362,0,26396,8837,1538,405
1683086662,0,23627,8836,1536,406
1683086962,0,24112,8834,1534,406
1683087262,0,25018,8837,1532,405
1683087562,0,22907,8834,1529,405
1683087862,0,18592,8834,1527,406
1683088162,0,20920,8837,1524,406
1683088462,0,22290,8837,1522,406
1683088762,0,21892,8836,1520,405
1683089062,0,22678,8838,1517,406
1683089362,0,24297,8837,1514,406
1683089662,0,22483,8839,1513,406
1683089962,0,20000,8837,1512,405
1683090262,0,18361,8836,1508,408
1683090562,0,22704,8838,1505,405
1683090862,0,20126,8838,1502,408
1683091162,0,21154,8840,1500,406
1683091462,0,17989,8842,1497,404
1683091762,0,23287,8841,1495,405
1683092062,5,17079,8842,1493,405
1683092362,11,15636,8844,1492,405
1683092662,7,16204,8845,1490,405
1683092962,17,16119,8844,1489,406
1683093262,25,14993,8846,1487,406
1683093562,37,14573,8844,1487,406
1683093862,55,15317,8842,1486,405
1683094162,90,15204,8843,1484,406
1683094462,32,18171,8846,1486,406
1683094762,35,17128,8845,1493,405
1683095062,55,16376,8845,1495,405
1683095362,104,15973,8841,1494,407
1683095662,135,16365,8840,1493,405
1683095962,110,16705,8841,1496,406
1683096262,111,16829,8844,1498,402
1683096562,122,17019,8846,1500,406
1683096862,145,16502,8847,1502,405
1683097162,135,16752,8850,1505,407
1683097462,84,18092,8850,1505,405
1683097762,121,17266,8849,1504,407
1683098062,78,18507,8852,1505,406
1683098362,52,20924,8853,1514,406
1683098662,235,17310,8851,1517,407
1683098962,247,17596,8849,1522,406
1683099262,108,21328,8851,1527,406
1683099562,189,18868,8851,1531,405
1683099862,462,17374,8852,1540,406
1683100162,351,18029,8853,1547,406
