If found, please contact tlang@live.unc.edu
Firmware updated: 2023/03/14
OpenOBS SN:301

time,ambient_light,backscatter,pressure,water_temp,battery
1685836923,0,19453,8621,1958,425
1685837823,0,19543,8622,1954,418
1685838723,0,19685,8619,1929,417
1685839623,0,19605,8620,1911,418
1685840523,0,19578,8619,1901,420
1685841423,0,19664,8619,1895,418
1685842323,0,19621,8619,1883,419
1685843223,0,19553,8619,1881,417
1685844123,0,19652,8621,1862,419
1685845023,0,19644,8619,1858,417
1685845923,1,19686,8616,1837,417
1685846823,0,19492,8613,1820,417
1685847723,0,19494,8616,1817,416
1685848623,0,19567,8616,1812,417
1685849523,0,19574,8616,1803,419
1685850423,0,19571,8615,1796,419
1685851323,1,19546,8616,1785,418
1685852223,0,19461,8619,1777,418
1685853123,0,19514,8621,1764,416
1685854023,4,19182,8621,1754,417
1685854923,63,19351,8623,1749,418
1685855823,266,19319,8623,1745,416
1685856723,809,19118,8625,1775,420
1685857623,1530,19350,8627,1770,419
1685858523,2348,19439,8630,1782,419
1685859423,3201,19440,8631,1803,417
1685860323,4054,19519,8624,1837,419
1685861223,4913,19626,8630,1878,418
1685862123,5683,19816,8629,1933,421
1685863023,5680,19887,8631,1957,420
1685863923,5504,19943,8633,1998,419
1685864823,5480,20117,8631,2026,421
1685865723,5478,20069,8630,2072,419
1685866623,5468,20165,8633,2106,419
1685867523,5300,20146,8633,2126,419
1685868423,5342,20157,8632,2163,419
1685869323,5315,20173,8631,2196,419
1685870223,5287,20188,8631,2228,421
1685871123,5179,20196,8630,2250,420
1685872023,5014,20216,8631,2270,420
1685872923,4859,20217,8628,2284,421
1685873823,4763,20219,8629,2296,421
1685874723,4689,20220,8623,2318,421
1685875623,4648,20234,8622,2336,419
1685876523,4672,20211,8625,2364,421
1685877423,4561,20218,8623,2357,419
1685878323,4362,20200,8621,2343,421
1685879223,4243,20212,8619,2370,419
1685880123,4202,20219,8614,2386,420
1685881023,3927,20219,8616,2459,421
1685881923,3682,20232,8613,2464,421
1685882823,3892,20216,8609,2512,421
1685883723,3993,20230,8609,2526,421
1685884623,4114,20237,8609,2522,419
1685885523,4294,20225,8607,2527,424
1685886423,3993,20245,8608,2498,422
1685887323,3787,20248,8608,2476,421
1685888223,3583,20253,8607,2480,421
1685889123,3271,20259,8606,2449,422
1685890023,2364,20271,8604,2430,421
1685890923,3264,20263,8603,2373,421
1685891823,3258,20267,8600,2379,423
1685892723,3476,20268,8598,2390,421
1685893623,3615,20275,8595,2384,420
1685894523,1944,20275,8596,2365,421
1685895423,2106,20284,8594,2326,423
1685896323,2539,20286,8595,2343,423
1685897223,2333,20277,8594,2319,423
1685898123,2075,20266,8594,2255,400
1685899023,1618,20254,8593,2229,398
1685899923,1585,20254,8591,2211,403
1685900823,1228,20249,8590,2192,399
1685901723,965,20233,8593,2202,403
1685902623,657,20247,8593,2187,398
1685903523,381,20232,8593,2184,402
1685904423,161,20244,8594,2224,401
1685905323,25,20251,8594,2246,401
1685906223,1,20250,8594,2227,401
1685907123,0,20257,8594,2209,401
1685908023,0,20236,8596,2192,400
1685908923,0,20186,8602,2166,401
1685909823,0,20166,8601,2169,401
1685910723,0,20008,8604,2174,401
1685911623,0,20187,8605,2167,401
1685912523,0,14101,8608,2124,401
1685913423,0,15318,8607,2106,401
1685914323,0,17139,8608,2095,401
1685915223,0,17340,8610,2099,400
1685916123,0,17435,8610,2090,401
1685917023,0,17744,8611,2077,398
1685917923,0,17753,8612,2061,401
1685918823,0,17815,8613,2049,398
1685919723,1,18668,8610,2049,398
1685920623,0,19090,8612,2024,398
1685921523,0,19026,8612,2009,398
1685922423,0,19282,8608,1987,399
