If found, please contact tlang@live.unc.edu
Firmware updated: 2023/03/14
OpenOBS SN:301

time,ambient_light,backscatter,pressure,water_temp,battery
1687219323,1,25188,8712,2269,425
1687220223,0,25357,8713,2261,416
1687221123,0,25368,8710,2256,419
1687222023,1,25378,8704,2253,415
1687222923,0,25493,8703,2250,415
1687223823,1,25529,8706,2249,418
1687224723,1,25568,8708,2247,417
1687225623,1,25581,8706,2242,416
1687226523,1,25613,8705,2237,416
1687227423,0,25655,8699,2230,416
1687228323,1,25696,8701,2225,415
1687229223,0,25690,8699,2220,415
1687230123,0,25684,8698,2214,415
1687231023,0,25780,8694,2207,416
1687231923,1,25693,8696,2200,417
1687232823,1,25798,8697,2194,417
1687233723,0,25807,8694,2188,417
1687234623,1,25710,8694,2181,417
1687235523,0,25773,8696,2175,416
1687236423,0,25784,8700,2168,417
1687237323,1,25810,8701,2163,416
1687238223,1,25802,8702,2158,416
1687239123,2,25861,8703,2158,417
1687240023,4,25838,8702,2153,417
1687240923,4,25777,8708,2150,416
1687241823,6,25790,8711,2151,415
1687242723,8,25724,8710,2147,417
1687243623,8,25656,8711,2150,415
1687244523,10,25634,8713,2153,416
1687245423,13,25597,8711,2162,417
1687246323,10,25613,8712,2175,417
1687247223,7,25557,8710,2192,417
1687248123,12,25405,8707,2213,416
1687249023,11,25283,8704,2236,419
1687249923,13,25208,8704,2261,419
1687250823,11,25134,8701,2289,415
1687251723,10,25120,8705,2322,419
1687252623,12,25091,8697,2359,417
1687253523,12,25046,8695,2396,417
1687254423,2,25196,8778,2449,417
1687255323,0,25169,8734,2496,417
1687256223,1,25082,8708,2534,417
1687257123,2,25074,8699,2566,415
1687258023,1,25079,8698,2606,417
1687258923,1,25090,8695,2641,417
1687259823,1,25143,8691,2670,417
1687260723,1,25201,8688,2694,417
1687261623,1,25260,8685,2702,417
1687262523,0,25364,8683,2694,417
1687263423,0,25502,8679,2707,417
1687264323,1,25623,8679,2755,418
1687265223,0,25667,8681,2789,417
1687266123,1,25760,8677,2764,418
1687267023,2,25897,8675,2741,418
1687267923,1,26020,8674,2742,417
1687268823,2,26128,8670,2710,418
1687269723,1,26252,8660,2654,417
1687270623,2,26347,8649,2646,418
1687271523,1,26431,8642,2609,418
1687272423,1,26513,8632,2595,418
1687273323,1,26577,8623,2540,420
1687274223,2,26554,8692,2607,415
1687275123,1,26689,8671,2615,417
1687276023,1,26761,8656,2596,417
1687276923,1,26811,8653,2612,420
1687277823,0,26868,8650,2615,416
1687278723,0,26935,8653,2610,416
1687279623,1,26982,8660,2615,416
1687280523,0,26964,8686,2637,419
1687281423,1,27087,8690,2624,419
1687282323,1,27147,8687,2600,419
1687283223,2,27066,8685,2570,419
1687284123,1,27111,8683,2543,418
1687285023,0,27160,8684,2541,419
1687285923,1,27157,8684,2525,419
1687286823,1,27209,8685,2513,419
1687287723,1,27160,8712,2503,418
1687288623,0,27195,8717,2497,419
1687289523,2,27250,8719,2481,419
1687290423,0,27255,8728,2472,419
1687291323,1,27256,8762,2467,417
1687292223,0,27328,8763,2453,417
1687293123,0,27333,8763,2439,419
1687294023,1,27365,8757,2428,419
1687294923,1,27342,8760,2416,419
1687295823,0,27371,8755,2404,418
1687296723,1,27396,8752,2393,419
1687297623,0,27396,8752,2382,418
1687298523,1,27415,8755,2370,418
1687299423,1,27431,8752,2357,417
1687300323,1,27430,8747,2346,416
1687301223,0,27447,8747,2333,419
1687302123,0,27462,8740,2321,418
1687303023,1,27459,8739,2308,418
1687303923,1,27482,8737,2297,418
1687304823,0,27481,8739,2285,419
1687292223,0,27328,8763,2453,417
1687293123,0,27333,8763,2439,419
1687294023,1,27365,8757,2428,419
1687294923,1,27342,8760,2416,419
