If found, please contact tlang@live.unc.edu
Firmware updated: 2023/03/14
OpenOBS SN:301

time,ambient_light,backscatter,pressure,water_temp,battery
1686873723,1,21011,8722,2284,415
1686874623,0,21026,8719,2275,413
1686875523,0,20959,8722,2265,408
1686876423,1,20993,8717,2255,410
1686877323,1,20993,8716,2245,409
1686878223,0,21024,8715,2235,409
1686879123,1,21007,8715,2225,408
1686880023,0,21023,8714,2216,409
1686880923,1,21021,8713,2206,408
1686881823,1,20949,8714,2196,409
1686882723,0,20960,8711,2188,409
1686883623,1,20935,8709,2178,411
1686884523,1,20948,8708,2169,408
1686885423,1,20905,8708,2160,408
1686886323,0,20914,8706,2151,408
1686887223,1,20898,8706,2143,408
1686888123,0,20876,8706,2134,409
1686889023,0,20900,8705,2126,409
1686889923,0,20901,8706,2118,409
1686890823,0,20923,8709,2110,408
1686891723,0,20903,8709,2102,408
1686892623,0,20874,8709,2096,408
1686893523,1,20930,8710,2089,407
1686894423,1,20877,8711,2086,410
1686895323,1,20881,8711,2080,409
1686896223,3,20846,8709,2080,409
1686897123,4,20853,8712,2079,409
1686898023,4,20871,8713,2080,409
1686898923,5,20888,8714,2085,411
1686899823,6,20832,8714,2093,409
1686900723,5,20818,8713,2104,409
1686901623,5,20798,8710,2119,411
1686902523,6,20798,8711,2138,410
1686903423,6,20774,8710,2161,410
1686904323,5,20750,8704,2187,410
1686905223,7,20710,8705,2218,411
1686906123,9,20712,8701,2248,410
1686907023,9,20714,8698,2280,411
1686907923,5,20696,8695,2314,412
1686908823,5,20686,8686,2351,411
1686909723,6,20670,8682,2392,410
1686910623,6,20654,8682,2430,410
1686911523,4,20655,8681,2476,410
1686912423,3,20633,8680,2520,410
1686913323,1,20620,8675,2562,410
1686914223,1,20609,8675,2614,410
1686915123,0,20676,8672,2649,410
1686916023,0,20663,8670,2694,411
1686916923,1,20659,8668,2699,413
1686917823,0,20672,8667,2724,408
1686918723,1,20692,8665,2753,409
1686919623,1,20706,8662,2741,408
1686920523,2,20718,8660,2722,411
1686921423,1,20728,8653,2745,412
1686922323,1,20732,8652,2764,409
1686923223,1,20745,8658,2731,409
1686924123,1,20742,8655,2750,410
1686925023,1,20757,8654,2702,411
1686925923,1,20766,8655,2713,411
1686926823,2,20783,8649,2699,411
1686927723,1,20786,8644,2670,412
1686928623,0,20797,8644,2676,411
1686929523,1,20803,8641,2640,412
1686930423,1,20811,8636,2632,412
1686931323,1,20832,8636,2629,412
1686932223,1,20838,8634,2593,412
1686933123,0,20867,8633,2575,411
1686934023,0,20888,8630,2556,411
1686934923,1,20904,8631,2540,412
1686935823,1,20926,8634,2531,412
1686936723,1,20953,8632,2520,412
1686937623,0,20988,8630,2503,412
1686938523,1,21010,8630,2500,412
1686939423,1,21045,8630,2496,414
1686940323,0,21086,8625,2487,414
1686941223,0,21123,8623,2455,413
1686942123,1,21152,8622,2441,413
1686943023,1,21201,8620,2458,410
1686943923,1,21241,8621,2431,411
1686944823,1,21276,8623,2418,412
1686945723,1,21326,8628,2424,411
1686946623,1,21361,8629,2426,413
1686947523,0,21395,8634,2412,412
1686948423,1,21428,8639,2396,411
1686949323,0,21460,8642,2380,412
1686950223,0,21498,8641,2369,412
1686951123,0,21522,8643,2366,412
1686952023,0,21559,8638,2371,412
1686952923,0,21591,8638,2364,412
1686953823,1,21633,8637,2356,411
1686954723,0,21673,8644,2348,412
1686955623,0,21710,8646,2340,412
1686956523,1,21757,8649,2329,410
1686957423,0,21801,8647,2320,411
1686958323,1,21835,8649,2313,410
1686959223,0,21876,8645,2306,412
1686946623,1,21361,8629,2426,413
1686947523,0,21395,8634,2412,412
1686948423,1,21428,8639,2396,411
1686949323,0,21460,8642,2380,412
1686950223,0,21498,8641,2369,000
