timestamp,ambient_light,backscatter,pressure,water_temp,battery,sensor
2023-04-21 00:04:22,0.0,9711.0,8667.0,1870.0,418.0,301
2023-04-21 00:09:22,0.0,9648.0,8666.0,1866.0,412.0,301
2023-04-21 00:14:22,0.0,9683.0,8665.0,1861.0,412.0,301
2023-04-21 00:19:22,0.0,9704.0,8664.0,1856.0,412.0,301
2023-04-21 00:24:22,0.0,9754.0,8664.0,1852.0,410.0,301
2023-04-21 00:29:22,0.0,9786.0,8663.0,1846.0,411.0,301
2023-04-21 00:34:22,0.0,9798.0,8664.0,1843.0,411.0,301
2023-04-21 00:39:22,0.0,9807.0,8663.0,1837.0,411.0,301
2023-04-21 00:44:22,0.0,9826.0,8660.0,1834.0,414.0,301
2023-04-21 00:49:22,0.0,9823.0,8662.0,1829.0,410.0,301
2023-04-21 00:54:22,0.0,9873.0,8662.0,1824.0,410.0,301
2023-04-21 00:59:22,0.0,9934.0,8659.0,1820.0,412.0,301
2023-04-21 01:04:22,0.0,9948.0,8660.0,1817.0,410.0,301
2023-04-21 01:09:22,0.0,9936.0,8660.0,1812.0,410.0,301
2023-04-21 01:14:22,0.0,9968.0,8658.0,1807.0,413.0,301
2023-04-21 01:19:22,0.0,9964.0,8659.0,1802.0,410.0,301
2023-04-21 01:24:22,0.0,9981.0,8656.0,1798.0,413.0,301
2023-04-21 01:29:22,0.0,10063.0,8658.0,1794.0,413.0,301
2023-04-21 01:34:22,0.0,10084.0,8654.0,1790.0,414.0,301
2023-04-21 01:39:22,0.0,10080.0,8657.0,1785.0,410.0,301
2023-04-21 01:44:22,0.0,10105.0,8656.0,1781.0,410.0,301
2023-04-21 01:49:22,0.0,10178.0,8654.0,1777.0,413.0,301
2023-04-21 01:54:22,0.0,10179.0,8654.0,1771.0,410.0,301
2023-04-21 01:59:22,0.0,10168.0,8653.0,1768.0,410.0,301
2023-04-21 02:04:22,0.0,10191.0,8652.0,1762.0,410.0,301
2023-04-21 02:09:22,0.0,10205.0,8652.0,1759.0,409.0,301
2023-04-21 02:14:22,0.0,10255.0,8651.0,1754.0,411.0,301
2023-04-21 02:19:22,0.0,10313.0,8650.0,1750.0,412.0,301
2023-04-21 02:24:22,0.0,10329.0,8654.0,1745.0,412.0,301
2023-04-21 02:29:22,0.0,10402.0,8653.0,1742.0,410.0,301
2023-04-21 02:34:22,0.0,10440.0,8652.0,1739.0,410.0,301
2023-04-21 02:39:22,0.0,10512.0,8650.0,1735.0,411.0,301
2023-04-21 02:44:22,0.0,10492.0,8653.0,1732.0,411.0,301
2023-04-21 02:49:22,0.0,10467.0,8650.0,1729.0,413.0,301
2023-04-21 02:54:22,0.0,10555.0,8651.0,1726.0,411.0,301
2023-04-21 02:59:22,0.0,10571.0,8650.0,1721.0,412.0,301
2023-04-21 03:04:22,0.0,10568.0,8650.0,1718.0,411.0,301
2023-04-21 03:09:22,0.0,10602.0,8651.0,1715.0,412.0,301
2023-04-21 03:14:22,0.0,10585.0,8648.0,1711.0,413.0,301
2023-04-21 03:19:22,0.0,10650.0,8650.0,1708.0,412.0,301
2023-04-21 03:24:22,0.0,10757.0,8650.0,1706.0,412.0,301
2023-04-21 03:29:22,0.0,10714.0,8649.0,1703.0,412.0,301
2023-04-21 03:34:22,0.0,10839.0,8652.0,1700.0,412.0,301
2023-04-21 03:39:22,0.0,10752.0,8651.0,1696.0,410.0,301
2023-04-21 03:44:22,0.0,10772.0,8655.0,1694.0,410.0,301
2023-04-21 03:49:22,0.0,10748.0,8653.0,1690.0,411.0,301
2023-04-21 03:54:22,0.0,10827.0,8654.0,1687.0,410.0,301
2023-04-21 03:59:22,0.0,10834.0,8654.0,1684.0,412.0,301
2023-04-21 04:04:22,0.0,11002.0,8654.0,1682.0,411.0,301
2023-04-21 04:09:22,0.0,11005.0,8652.0,1679.0,410.0,301
2023-04-21 04:14:22,0.0,11016.0,8654.0,1676.0,410.0,301
2023-04-21 04:19:22,0.0,10963.0,8656.0,1674.0,412.0,301
2023-04-21 04:24:22,0.0,11014.0,8653.0,1671.0,413.0,301
2023-04-21 04:29:22,0.0,11011.0,8655.0,1669.0,412.0,301
2023-04-21 04:34:22,0.0,11090.0,8657.0,1667.0,412.0,301
2023-04-21 04:39:22,0.0,11121.0,8656.0,1665.0,413.0,301
2023-04-21 04:44:22,0.0,11223.0,8659.0,1662.0,412.0,301
2023-04-21 04:49:22,0.0,11296.0,8659.0,1661.0,410.0,301
2023-04-21 04:54:22,0.0,11185.0,8660.0,1657.0,413.0,301
2023-04-21 04:59:22,0.0,11243.0,8661.0,1654.0,411.0,301
2023-04-21 05:04:22,0.0,11351.0,8660.0,1651.0,412.0,301
2023-04-21 05:09:22,1.0,11279.0,8663.0,1651.0,413.0,301
2023-04-21 05:14:22,0.0,11431.0,8663.0,1645.0,412.0,301
2023-04-21 05:19:22,4.0,11403.0,8663.0,1641.0,413.0,301
2023-04-21 05:24:22,12.0,11421.0,8666.0,1636.0,412.0,301
2023-04-21 05:29:22,31.0,11540.0,8664.0,1633.0,412.0,301
2023-04-21 05:34:22,63.0,11555.0,8664.0,1632.0,412.0,301
2023-04-21 05:39:22,114.0,11579.0,8666.0,1635.0,412.0,301
2023-04-21 05:44:22,198.0,11546.0,8666.0,1628.0,411.0,301
2023-04-21 05:49:22,300.0,11620.0,8668.0,1615.0,411.0,301
2023-04-21 05:54:22,472.0,11716.0,8668.0,1609.0,411.0,301
2023-04-21 05:59:22,569.0,11569.0,8668.0,1611.0,412.0,301
2023-04-21 06:04:22,864.0,11682.0,8672.0,1612.0,412.0,301
2023-04-21 06:09:22,1118.0,11664.0,8671.0,1615.0,412.0,301
2023-04-21 06:14:22,1251.0,11731.0,8669.0,1614.0,413.0,301
2023-04-21 06:19:22,1376.0,11801.0,8673.0,1615.0,414.0,301
2023-04-21 06:24:22,1980.0,11743.0,8672.0,1615.0,412.0,301
2023-04-21 06:29:22,2569.0,11770.0,8672.0,1621.0,414.0,301
2023-04-21 06:34:22,2811.0,11900.0,8673.0,1623.0,412.0,301
2023-04-21 06:39:22,3290.0,11946.0,8671.0,1626.0,411.0,301
2023-04-21 06:44:22,3108.0,11890.0,8670.0,1629.0,413.0,301
2023-04-21 06:49:22,2822.0,11967.0,8675.0,1640.0,413.0,301
2023-04-21 06:54:22,2308.0,12053.0,8674.0,1645.0,412.0,301
2023-04-21 06:59:22,1834.0,12030.0,8673.0,1653.0,411.0,301
2023-04-21 07:04:22,1949.0,12067.0,8675.0,1658.0,413.0,301
2023-04-21 07:09:22,2414.0,12255.0,8672.0,1666.0,413.0,301
2023-04-21 07:14:22,2643.0,12145.0,8671.0,1673.0,413.0,301
2023-04-21 07:19:22,2779.0,12146.0,8671.0,1679.0,415.0,301
2023-04-21 07:24:22,3520.0,12222.0,8668.0,1689.0,415.0,301
2023-04-21 07:29:22,4118.0,14310.0,8669.0,1698.0,415.0,301
2023-04-21 07:34:22,4690.0,19189.0,8668.0,1700.0,413.0,301
2023-04-21 07:39:22,5748.0,27297.0,8665.0,1704.0,415.0,301
2023-04-21 07:44:22,6028.0,30197.0,8665.0,1714.0,413.0,301
2023-04-21 07:49:22,6471.0,30597.0,8664.0,1720.0,415.0,301
2023-04-21 07:54:22,7521.0,30841.0,8664.0,1727.0,413.0,301
2023-04-21 07:59:22,8629.0,30965.0,8663.0,1734.0,413.0,301
2023-04-21 08:04:22,9300.0,31047.0,8667.0,1741.0,413.0,301
2023-04-21 08:09:22,9864.0,31143.0,8665.0,1751.0,413.0,301
2023-04-21 08:14:22,10308.0,30975.0,8667.0,1760.0,413.0,301
2023-04-21 08:19:22,9916.0,31231.0,8668.0,1769.0,413.0,301
2023-04-21 08:24:22,9280.0,31452.0,8668.0,1775.0,414.0,301
2023-04-21 08:29:22,9835.0,31408.0,8667.0,1779.0,414.0,301
2023-04-21 08:34:22,9933.0,31414.0,8666.0,1785.0,414.0,301
2023-04-21 08:39:22,10604.0,31459.0,8667.0,1799.0,414.0,301
2023-04-21 08:44:22,10680.0,31522.0,8666.0,1812.0,414.0,301
2023-04-21 08:49:22,11958.0,31636.0,8666.0,1818.0,414.0,301
2023-04-21 08:54:22,13164.0,31649.0,8669.0,1825.0,415.0,301
2023-04-21 08:59:22,13813.0,31697.0,8668.0,1840.0,413.0,301
2023-04-21 09:04:22,14036.0,31727.0,8669.0,1849.0,414.0,301
2023-04-21 09:09:22,15710.0,31768.0,8669.0,1858.0,414.0,301
2023-04-21 09:14:22,15131.0,31810.0,8668.0,1870.0,414.0,301
2023-04-21 09:19:22,14208.0,31840.0,8668.0,1887.0,413.0,301
2023-04-21 09:24:22,13467.0,31889.0,8669.0,1893.0,413.0,301
2023-04-21 09:29:22,15387.0,31916.0,8668.0,1899.0,413.0,301
2023-04-21 09:34:22,17022.0,31953.0,8667.0,1920.0,414.0,301
2023-04-21 09:39:22,19726.0,31922.0,8666.0,1934.0,413.0,301
2023-04-21 09:44:22,18328.0,31932.0,8667.0,1952.0,414.0,301
2023-04-21 09:49:22,15107.0,31740.0,8666.0,1967.0,413.0,301
2023-04-21 09:54:22,14733.0,32116.0,8666.0,1968.0,413.0,301
2023-04-21 09:59:22,13791.0,32238.0,8669.0,1976.0,413.0,301
2023-04-21 10:04:22,12247.0,32364.0,8668.0,1981.0,413.0,301
2023-04-21 10:09:22,11802.0,32415.0,8669.0,1979.0,413.0,301
2023-04-21 10:14:22,11725.0,32514.0,8668.0,1981.0,414.0,301
2023-04-21 10:19:22,12249.0,32814.0,8665.0,1989.0,413.0,301
2023-04-21 10:24:22,12727.0,32756.0,8669.0,1998.0,413.0,301
2023-04-21 10:29:22,13949.0,32937.0,8668.0,2010.0,414.0,301
2023-04-21 10:34:22,14676.0,33095.0,8665.0,2017.0,417.0,301
2023-04-21 10:39:22,15488.0,33398.0,8667.0,2021.0,413.0,301
2023-04-21 10:44:22,11522.0,33659.0,8666.0,2025.0,417.0,301
2023-04-21 10:49:22,10295.0,33801.0,8666.0,2025.0,414.0,301
2023-04-21 10:54:22,10447.0,33757.0,8668.0,2028.0,414.0,301
2023-04-21 10:59:22,10755.0,33893.0,8668.0,2035.0,415.0,301
2023-04-21 11:04:22,13778.0,34272.0,8667.0,2040.0,415.0,301
2023-04-21 11:09:22,14039.0,34773.0,8668.0,2048.0,415.0,301
2023-04-21 11:14:22,14673.0,35584.0,8667.0,2061.0,414.0,301
2023-04-21 11:19:22,15668.0,36145.0,8668.0,2080.0,414.0,301
2023-04-21 11:24:22,15026.0,35921.0,8667.0,2099.0,415.0,301
2023-04-21 11:29:22,15249.0,36476.0,8669.0,2112.0,415.0,301
2023-04-21 11:34:22,15098.0,31977.0,8664.0,2135.0,416.0,301
2023-04-21 11:39:22,15617.0,31062.0,8668.0,2159.0,416.0,301
2023-04-21 11:44:22,15922.0,31718.0,8671.0,2158.0,415.0,301
2023-04-21 11:49:22,14834.0,32594.0,8673.0,2174.0,415.0,301
2023-04-21 11:54:22,9072.0,31056.0,8671.0,2186.0,415.0,301
2023-04-21 11:59:22,6698.0,28794.0,8671.0,2198.0,414.0,301
2023-04-21 12:04:22,8910.0,31138.0,8668.0,2210.0,415.0,301
2023-04-21 12:09:22,7832.0,29619.0,8666.0,2220.0,417.0,301
2023-04-21 12:14:22,9806.0,30741.0,8670.0,2232.0,417.0,301
2023-04-21 12:19:22,6911.0,29526.0,8669.0,2246.0,415.0,301
2023-04-21 12:24:22,8108.0,27013.0,8670.0,2263.0,415.0,301
2023-04-21 12:29:22,9941.0,28864.0,8669.0,2278.0,418.0,301
2023-04-21 12:34:22,7018.0,28303.0,8666.0,2298.0,415.0,301
2023-04-21 12:39:22,8100.0,27808.0,8666.0,2304.0,417.0,301
2023-04-21 12:44:22,5300.0,27764.0,8665.0,2305.0,418.0,301
2023-04-21 12:49:22,8514.0,29113.0,8663.0,2321.0,418.0,301
2023-04-21 12:54:22,5607.0,28160.0,8664.0,2333.0,417.0,301
2023-04-21 12:59:22,5069.0,30711.0,8661.0,2339.0,418.0,301
2023-04-21 13:04:22,4192.0,29935.0,8659.0,2343.0,416.0,301
2023-04-21 13:09:22,3292.0,29567.0,8661.0,2349.0,414.0,301
2023-04-21 13:14:22,2119.0,28026.0,8659.0,2349.0,414.0,301
2023-04-21 13:19:22,1233.0,26117.0,8661.0,2344.0,416.0,301
2023-04-21 13:24:22,1446.0,24371.0,8660.0,2343.0,414.0,301
2023-04-21 13:29:22,8161.0,22388.0,8659.0,2340.0,416.0,301
2023-04-21 13:34:22,5023.0,19289.0,8657.0,2336.0,416.0,301
2023-04-21 13:39:22,3331.0,19402.0,8658.0,2326.0,416.0,301
2023-04-21 13:44:22,2408.0,18855.0,8657.0,2325.0,416.0,301
2023-04-21 13:49:22,2450.0,18670.0,8656.0,2313.0,418.0,301
2023-04-21 13:54:22,2262.0,17032.0,8654.0,2310.0,417.0,301
2023-04-21 13:59:22,2299.0,16428.0,8655.0,2302.0,418.0,301
2023-04-21 14:04:22,2323.0,16392.0,8654.0,2287.0,415.0,301
2023-04-21 14:09:22,3732.0,15965.0,8656.0,2274.0,415.0,301
2023-04-21 14:14:22,4398.0,15655.0,8651.0,2275.0,415.0,301
2023-04-21 14:19:22,11543.0,26836.0,8652.0,2273.0,415.0,301
2023-04-21 14:24:22,5200.0,15529.0,8648.0,2273.0,417.0,301
2023-04-21 14:29:22,4431.0,15442.0,8646.0,2268.0,417.0,301
2023-04-21 14:34:22,5000.0,15411.0,8646.0,2264.0,415.0,301
2023-04-21 14:39:22,3271.0,15351.0,8648.0,2260.0,415.0,301
2023-04-21 14:44:22,2397.0,15379.0,8648.0,2259.0,415.0,301
2023-04-21 14:49:22,1966.0,15386.0,8651.0,2255.0,417.0,301
2023-04-21 14:54:22,1957.0,15383.0,8651.0,2248.0,417.0,301
2023-04-21 14:59:22,1822.0,15411.0,8647.0,2242.0,415.0,301
2023-04-21 15:04:22,1741.0,15444.0,8646.0,2240.0,416.0,301
2023-04-21 15:09:22,1061.0,15495.0,8650.0,2231.0,417.0,301
2023-04-21 15:14:22,885.0,15586.0,8650.0,2216.0,414.0,301
2023-04-21 15:19:22,968.0,15542.0,8651.0,2201.0,416.0,301
2023-04-21 15:24:22,769.0,15537.0,8650.0,2189.0,413.0,301
2023-04-21 15:29:22,1622.0,15576.0,8649.0,2178.0,415.0,301
2023-04-21 15:34:22,3770.0,15573.0,8649.0,2169.0,417.0,301
