If found, please contact tlang@live.unc.edu
Firmware updated: 2023/03/14
OpenOBS SN:305

time,ambient_light,backscatter,pressure,water_temp,battery
1696550624,11,4635,8526,1719,404
1696550924,11,4501,8519,1720,393
1696551224,11,4715,8523,1720,395
1696551524,11,4629,8531,1720,394
1696551824,12,5116,8531,1720,395
1696552124,10,5170,8530,1720,395
1696552424,12,5093,8531,1721,395
1696552724,10,5055,8527,1723,395
1696553024,11,4907,8525,1723,394
1696553324,12,4803,8519,1723,395
1696553624,11,4514,8518,1723,393
1696553924,12,4472,8518,1720,393
1696554224,11,4469,8520,1719,394
1696554524,12,4308,8520,1717,394
1696554824,11,4160,8506,1716,393
1696555124,11,4177,8497,1715,393
1696555424,11,4502,8504,1714,396
1696555724,10,4096,8505,1714,393
1696556024,12,4442,8504,1714,394
1696556324,11,4494,8509,1714,395
1696556624,11,4343,8501,1714,396
1696556924,11,4445,8497,1715,395
1696557224,11,4404,8499,1714,395
1696557524,11,4348,8500,1714,395
1696557824,12,4466,8500,1714,395
1696558124,11,4422,8503,1714,395
1696558424,11,4378,8491,1714,395
1696558724,11,4231,8498,1714,394
1696559024,11,4437,8490,1714,395
1696559324,10,4036,8492,1712,394
1696559624,12,4381,8495,1712,395
1696559924,12,4348,8489,1712,395
1696560224,12,4241,8484,1712,394
1696560524,11,4225,8488,1712,396
1696560824,11,4324,8486,1712,394
1696561124,11,4123,8480,1712,394
1696561424,11,4483,8488,1712,395
1696561724,10,4273,8484,1712,396
1696562024,10,4422,8492,1712,393
1696562324,12,4298,8484,1712,395
1696562624,12,4359,8480,1712,394
1696562924,12,4359,8485,1712,395
1696563224,11,4328,8476,1711,396
1696563524,12,4271,8486,1710,394
1696563824,10,4292,8482,1710,395
1696564124,10,4453,8481,1710,396
1696564424,12,4330,8477,1710,395
1696564724,11,4421,8487,1709,395
1696565024,11,4334,8482,1708,395
1696565324,12,4358,8484,1707,395
1696565624,11,4131,8476,1706,395
1696565924,12,4028,8481,1704,395
1696566224,11,4320,8484,1703,395
1696566524,10,4298,8483,1702,395
1696566824,12,4385,8476,1701,395
1696567124,11,4352,8484,1699,395
1696567424,11,4328,8472,1698,395
1696567724,11,4079,8479,1696,395
1696568024,11,4201,8486,1695,396
1696568324,11,4253,8476,1695,395
1696568624,10,4273,8474,1695,393
1696568924,10,3982,8481,1695,394
1696569224,11,4340,8481,1695,395
1696569524,11,4235,8480,1695,394
1696569824,11,4220,8474,1695,396
1696570124,11,4254,8480,1695,394
1696570424,11,4312,8487,1695,395
1696570724,12,4147,8480,1695,395
1696571024,14,4355,8476,1695,395
1696571324,17,4383,8484,1695,395
1696571624,35,4215,8479,1695,395
1696571924,62,4414,8482,1695,394
