If found, please contact tlang@live.unc.edu
Firmware updated: 2023/03/14
OpenOBS SN:305

time,ambient_light,backscatter,pressure,water_temp,battery
1695859424,10,34775,8396,1753,417
1695859724,11,34847,8392,1753,407
1695860024,11,34790,8402,1754,408
1695860324,11,34939,8401,1754,407
1695860624,10,35015,8398,1754,408
1695860924,10,34659,8400,1754,408
1695861224,10,34974,8394,1754,408
1695861524,10,34689,8394,1753,408
1695861824,10,34910,8397,1753,407
1695862124,10,34733,8395,1752,408
1695862424,11,35027,8398,1751,408
1695862724,10,34964,8400,1750,409
1695863024,10,34768,8397,1750,408
1695863324,11,34611,8397,1749,410
1695863624,10,34889,8401,1749,409
1695863924,11,35011,8401,1749,409
1695864224,10,34732,8389,1748,409
1695864524,11,34607,8404,1746,409
1695864824,10,34568,8399,1745,408
1695865124,11,35043,8392,1745,409
1695865424,11,34542,8397,1744,408
1695865724,11,34882,8386,1743,409
1695866024,10,34724,8394,1742,408
1695866324,10,34634,8394,1741,408
1695866624,11,34930,8396,1740,408
1695866924,11,34557,8391,1739,409
1695867224,10,35027,8405,1737,409
1695867524,11,34829,8404,1737,408
1695867824,11,34692,8395,1736,409
1695868124,11,34733,8396,1735,409
1695868424,11,35105,8397,1734,407
1695868724,10,34982,8392,1733,409
1695869024,10,34827,8403,1732,409
1695869324,11,34684,8406,1731,389
1695869624,10,34333,8390,1729,388
1695869924,11,34563,8393,1729,390
1695870224,10,34635,8397,1728,391
1695870524,9,34331,8384,1726,391
1695870824,10,33898,8394,1725,389
1695871124,11,33831,8402,1724,391
1695871424,11,34042,8390,1723,390
1695871724,11,33770,8396,1721,392
1695872024,11,33651,8402,1720,391
1695872324,10,33848,8391,1720,390
1695872624,10,33333,8401,1718,391
1695872924,11,33188,8393,1717,391
1695873224,10,33313,8391,1716,391
1695873524,11,33182,8401,1715,389
1695873824,11,32358,8397,1714,389
1695874124,10,32131,8399,1712,391
1695874424,11,32739,8389,1712,391
1695874724,11,32141,8403,1710,390
1695875024,11,32861,8396,1709,389
1695875324,11,32516,8399,1708,391
1695875624,11,33363,8399,1707,390
1695875924,11,32953,8395,1704,391
1695876224,10,32720,8403,1704,391
1695876524,10,32153,8406,1703,391
1695876824,10,32050,8400,1702,391
1695877124,10,32792,8401,1701,391
1695877424,9,30975,8402,1701,390
1695877724,10,31193,8398,1700,391
1695878024,10,31162,8395,1699,390
1695878324,10,31327,8405,1698,391
1695878624,10,31329,8400,1696,391
1695878924,10,31792,8399,1695,390
1695879224,10,31897,8416,1695,391
1695879524,11,30716,8409,1694,391
1695879824,16,31093,8407,1693,391
1695880124,24,30884,8402,1692,390
1695880424,40,30839,8400,1691,389
1695880724,64,30815,8406,1691,391
1695881024,97,31704,8406,1690,390
1695881324,118,31242,8403,1690,389
1695881624,148,30657,8406,1689,390
1695881924,213,30707,8407,1689,390
1695882224,255,30761,8409,1690,391
1695882524,272,31493,8406,1689,391
1695882824,334,30396,8410,1690,391
1695883124,400,29596,8404,1690,391
1695883424,412,30236,8413,1691,390
1695883724,441,29774,8405,1693,391
1695884024,456,30241,8406,1694,391
1695884324,526,30219,8407,1695,391
1695884624,576,30442,8416,1698,391
1695884924,601,29756,8410,1701,391
1695885224,604,29312,8412,1704,391
1695885524,668,29066,8408,1709,391
1695885824,763,29929,8413,1714,392
1695886124,756,29368,8408,1719,391
1695886424,863,30002,8406,1725,390
1695886724,1067,29691,8418,1732,391
1695887024,1140,29375,8411,1739,390
1695887324,1858,29311,8404,1748,391
1695887624,1640,29856,8403,1758,391
1695887924,2941,28958,8394,1765,391
1695888224,3039,29041,8383,1773,391
1695888524,3264,28696,8386,1783,391
1695888824,3484,29141,8395,1793,391
1695889124,3708,28978,8395,1803,390
1695889424,3923,29353,8401,1814,390
1695889724,4349,28344,8385,1823,390
1695890024,4704,28755,8386,1834,392
1695890324,4573,29011,8392,1844,391
1695890624,4934,28760,8387,1854,391
1695890924,4998,28624,8387,1867,391
1695891224,5386,28808,8390,1878,391
1695891524,5141,28866,8385,1887,392
1695891824,5499,28643,8386,1901,392
1695892124,5763,29000,8380,1911,391
1695892424,6065,28808,8379,1923,391
1695892724,6611,29211,8372,1936,391
1695893024,6474,29133,8373,1948,392
1695893324,6571,29230,8377,1961,392
1695893624,6536,29014,8362,1970,391
1695893924,7553,29681,8378,1984,391
1695894224,8368,29041,8364,1996,393
1695894524,8670,28582,8355,2009,391
1695894824,8067,29203,8362,2020,392
