If found, please contact tlang@live.unc.edu
Firmware updated: 2023/03/14
OpenOBS SN:305

time,ambient_light,backscatter,pressure,water_temp,battery
1697155424,12,5016,8414,1634,404
1697155724,11,4907,8413,1634,395
1697156024,12,4932,8415,1636,395
1697156324,11,4995,8410,1637,394
1697156624,12,5029,8409,1637,394
1697156924,11,5013,8412,1639,394
1697157224,11,5073,8405,1640,394
1697157524,12,5010,8409,1640,394
1697157824,12,5142,8413,1640,394
1697158124,12,5124,8405,1640,394
1697158424,12,5073,8409,1640,394
1697158724,12,5101,8405,1639,394
1697159024,11,5126,8410,1639,394
1697159324,12,5142,8413,1639,394
1697159624,12,5125,8410,1637,394
1697159924,12,5072,8404,1637,396
1697160224,12,5145,8406,1635,396
1697160524,12,5167,8407,1634,396
1697160824,12,5099,8410,1632,394
1697161124,11,5212,8406,1629,396
1697161424,12,5202,8404,1628,396
1697161724,11,5087,8404,1626,395
1697162024,11,5126,8405,1624,394
1697162324,12,5177,8404,1621,395
1697162624,11,5203,8406,1620,395
1697162924,11,5282,8406,1618,395
1697163224,11,5211,8404,1617,394
1697163524,11,5264,8399,1615,395
1697163824,11,5209,8410,1612,394
1697164124,11,5200,8403,1612,394
1697164424,10,5231,8406,1610,394
1697164724,11,5329,8405,1609,394
1697165024,11,5319,8404,1607,395
1697165324,11,5277,8405,1606,394
1697165624,11,5336,8408,1604,395
1697165924,11,5400,8406,1604,395
1697166224,12,5351,8406,1604,395
1697166524,11,5482,8409,1603,395
1697166824,12,5362,8405,1603,394
1697167124,11,5327,8405,1602,396
1697167424,11,5319,8408,1602,396
1697167724,11,5377,8402,1602,395
1697168024,12,5396,8409,1601,396
1697168324,11,5468,8407,1600,395
1697168624,10,5397,8406,1599,395
1697168924,11,5402,8412,1599,396
1697169224,11,5451,8406,1599,396
1697169524,11,5465,8409,1599,395
1697169824,10,5436,8402,1599,396
1697170124,11,5441,8404,1600,395
1697170424,11,5548,8412,1599,395
1697170724,12,5491,8409,1600,395
1697171024,10,5521,8407,1600,395
1697171324,11,5499,8408,1602,394
1697171624,12,5497,8406,1603,395
1697171924,12,5504,8411,1603,395
1697172224,12,5478,8408,1603,395
1697172524,11,5598,8409,1602,394
1697172824,12,5681,8413,1601,395
1697173124,11,5567,8415,1599,395
1697173424,12,5604,8408,1597,396
1697173724,11,5716,8419,1595,395
1697174024,11,5608,8417,1593,395
1697174324,11,5598,8413,1592,396
1697174624,10,5692,8407,1590,395
1697174924,11,5779,8414,1588,395
1697175224,11,5715,8414,1587,395
1697175524,11,5644,8408,1585,396
1697175824,13,5719,8413,1584,395
1697176124,17,5723,8417,1583,395
1697176424,34,5649,8407,1582,396
1697176724,66,5664,8417,1580,395
1697177024,106,5709,8413,1580,394
1697177324,171,5718,8420,1579,395
1697177624,259,5749,8419,1578,395
1697177924,340,5731,8420,1577,395
1697178224,420,5469,8417,1577,395
1697178524,505,5983,8418,1577,395
1697178824,619,4972,8414,1577,394
